STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131015 23:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131017 14:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131017 17:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131019 12:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131019 17:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131030 23:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131031 00:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 01:00,0.20, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 02:00,0.30, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 05:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 06:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 09:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131031 12:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 13:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 15:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 17:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131031 19:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131031 22:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131101 00:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131101 01:00,0.00,g, 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131102 06:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131106 10:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131106 21:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131111 17:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131117 03:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131117 10:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131117 13:00,0.30, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131117 14:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131117 15:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131117 18:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131117 19:00,0.40, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131121 20:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131121 22:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131122 00:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131128 12:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131201 01:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131202 18:00,999.99,[, 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131208 10:00,999.99,], 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131208 14:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131214 09:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131214 18:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131215 16:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131217 07:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131220 10:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131220 20:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131220 21:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131221 11:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131221 16:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131221 18:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131221 20:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131221 21:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131221 22:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131222 00:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131222 02:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131222 05:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,237.7,42.2475,-83.6252,20131222 07:00,0.10, , 
COOP:209218,YPSILANTI E MICH U MI US,236.8,42.23333,-83.53333,20131226 03:00,0.10, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130101 01:00,0.00,g, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130102 23:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130103 20:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130103 21:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130103 22:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130104 01:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130104 02:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130104 03:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130105 20:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130105 21:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130105 22:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130105 23:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 00:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 01:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 05:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 06:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 07:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 14:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 15:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 16:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130106 17:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130110 21:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130110 22:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130110 23:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 00:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 01:00,0.10, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 02:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 03:00,0.18, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 04:00,0.12, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 05:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 06:00,0.02, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 07:00,0.04, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 08:00,0.19, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 09:00,0.06, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 13:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130111 14:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 00:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 01:00,0.14, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 02:00,0.14, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 03:00,0.13, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 04:00,0.15, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 05:00,0.06, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 06:00,0.05, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 13:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 14:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 15:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 17:00,0.02, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 18:00,0.06, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 19:00,0.05, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 20:00,0.03, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 21:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 22:00,0.01, , 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130113 23:00,0.00,T, 
COOP:202103,DETROIT METRO AIRPORT MI US,192.3,42.2313,-83.3308,20130120 05:00,0.00,T, 
